CUST_ID,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14980,0,0.727273,34,0,2500,2793.487295,545.874795,0,11
C14981,0,0,0,4,1200,312.287787,163.340754,0,12
C14982,0.416667,0,0,11,4500,281.491353,280.482025,0,12
C14983,0.916667,0.083333,1,42,3000,2043.814652,324.863481,0.1,12
C14984,0.083333,0,0,1,1200,421.348577,206.637191,0,12
C14985,0,0.083333,2,0,8000,578.458133,1031.5915,0,12
C14986,0.166667,0.416667,9,7,2500,2026.647785,172.765035,0,12
C14987,0.916667,0,0,11,2000,331.111373,162.258275,0.5,12
C14988,0.083333,0,0,3,3000,413.920617,122.063597,0.111111,12
C14989,0.416667,0,0,8,1500,386.322209,104.5487,0.272727,12
C14990,0.5,0.166667,4,9,9000,3770.423728,1262.016427,0,12
C14991,0.416667,0,0,6,4500,1015.891727,166.102478,0.666667,12
C14992,0,0,0,11,1200,686.958695,847.988773,0,12
C14993,0.5,0,0,6,11500,619.179957,162.175915,1,12
C14994,0.083333,0,0,25,4000,1847.959268,81.667964,0.333333,12
C14995,0.545455,0,0,7,4500,888.272466,210.538977,0,11
C14996,1,0.5,14,61,2500,3992.8893,185.418931,1,12
C14997,0,0.166667,2,0,5500,1033.581612,746.430888,0,12
C14998,0,0,0,1,8000,228.192095,73.146612,0,12
C15000,0.333333,0,0,21,2500,2293.371099,179.553478,0.083333,12
C15001,0.416667,0,0,6,1500,56.561603,174.299229,0,12
C15002,0,0,0,12,7500,471.663042,209.623931,0.3,12
C15003,0.75,0,0,29,6500,2284.482833,247.277952,0.333333,12
C15004,0.666667,0,0,23,2000,1496.045221,72.016021,0.2,12
C15005,0,0.333333,6,0,10000,11508.41333,1296.671661,0.142857,12
C15006,0.416667,0,0,13,1500,1954.590955,700.486647,0.090909,12
C15007,0.166667,0,0,2,1500,0,,0,12
C15008,0,0.166667,2,0,4500,1041.187421,1583.295751,0,12
C15009,0.166667,0,0,3,4000,93.718849,256.977391,0,12
C15010,0,0,0,11,3000,285.785253,52.529089,0,12
C15011,0,0.25,4,35,700,1633.858307,156.422554,0.333333,12
C15012,0,0.3,13,0,8000,1156.310659,1880.717414,0,10
C15013,0.083333,0,0,2,1500,64.34569,100.347627,0,12
C15014,1,0,0,40,10000,3853.65899,708.700191,0,12
C15015,0,0.25,4,0,2500,601.740186,1085.79506,0,12
C15016,0.5,0.083333,1,24,4000,553.207757,351.43166,0,12
C15017,0,0,0,8,16500,1921.042991,125.895667,0.8,12
C15018,0.416667,0,0,5,2000,259.021737,95.4525,0.3,12
C15019,0,0,0,1,2283.333333,5120.550705,259.56173,0,9
C15020,0.833333,0,0,12,4000,744.854844,68.98672,0.4,12
C15021,0,0,0,1,5000,447.377119,97.176376,0,12
C15022,0.5,0,0,7,1000,219.445915,99.133361,0.5,12
C15023,1,0,0,12,3000,137.105608,124.544483,0.416667,12
C15025,0.666667,0,0,13,1000,684.090131,591.385845,0,12
C15026,0.416667,0,0,5,1000,298.808637,232.286208,0,12
C15027,0.75,0,0,55,5500,647.118596,769.790351,0,12
C15028,0.25,0,0,5,3000,1262.320878,132.889435,1,12
C15029,1,0.166667,2,22,1800,789.269658,798.373689,0,12
C15030,0.333333,0,0,5,1200,475.347623,173.942309,1,12
C15031,0,0.416667,10,2,3000,2817.269516,523.086888,0.083333,12
C15032,1,0.083333,2,20,500,1123.972876,332.553992,0.090909,12
C15033,1,0,0,29,7000,1587.607855,78.175369,0.4,12
C15034,0,0.454545,10,0,11000,1257.708437,1029.681413,0,11
C15035,0,0,0,5,7500,103.198108,55.782805,0,6
C15036,0.166667,0,0,32,5000,1951.521978,147.236428,1,12
C15037,0.583333,0,0,33,2500,1567.278435,167.076537,0,12
C15038,0,0.25,3,0,1500,1275.071841,293.203915,0,12
C15039,0.083333,0,0,14,3000,809.678399,148.487769,0.272727,12
C15040,1,0,0,83,7500,2334.314811,200.435964,0,12
C15041,0.6,0.4,5,24,30000,5772.813158,472.103929,0,10
C15042,0.5,0,0,23,8500,1937.914753,144.660755,0.636364,12
C15043,0.416667,0.083333,13,7,11000,2337.875284,3171.185979,0,12
C15044,0,0.083333,1,0,9700,803.519921,548.26632,0,12
C15045,0,0.166667,2,0,4000,560.883507,436.589785,0,12
C15046,0,0.285714,3,11,1200,514.839542,318.922693,0,7
C15047,1,0,0,73,11500,3012.483841,811.061687,0,12
C15048,0,0.166667,2,1,2000,394.907752,280.049702,0,12
C15049,1,0,0,98,1000,1844.561564,449.515886,0.083333,12
C15050,0,0.083333,1,0,3500,692.136868,877.674613,0,12
C15051,0,0,0,7,2500,2095.952073,250.856639,0.125,12
C15052,0,0.285714,2,0,2000,290.690807,251.393985,0,7
C15054,0.916667,0,0,37,7500,1161.146904,390.404693,0,12
C15055,0,0.090909,1,0,3000,101.7826,203.285024,0,11
C15056,0.416667,0.166667,2,34,20000,1302.79339,1245.948419,0,12
C15057,0.75,0,0,21,16000,3007.94197,807.008705,0,12
C15058,0.75,0.416667,15,28,5500,448.564207,559.391166,0,12
C15059,0,0.222222,2,4,1500,284.966485,302.737808,0,9
C15060,0,0.166667,4,0,6500,653.211583,587.112789,0,12
C15061,1,0,0,12,1000,294.181491,166.626282,0,12
C15062,0.636364,0,0,19,4000,1363.134203,141.64886,0.875,11
C15063,0,0.090909,2,0,3000,936.856845,163.934517,0.090909,11
C15064,0.416667,0.333333,4,17,6000,610.477936,361.259813,0,12
C15065,0,0.083333,2,2,2000,474.054081,222.202924,0.3,12
C15067,0.5,0,0,6,2500,548.900318,99.168927,0.181818,12
C15068,0,0,0,4,6500,437.845434,117.947254,0,12
C15069,0,0,0,1,6000,250.155585,122.06814,0,12
C15070,0,0,0,4,500,149.886496,23.3231,0,11
C15071,0,0,0,2,7500,401.455848,75.081916,0,12
C15073,0,0.333333,7,0,8000,6049.990217,517.090852,0.090909,12
C15074,0.083333,0.083333,1,7,4000,740.325412,1010.532573,0,12
C15075,0,0.166667,2,0,2500,607.215424,496.404113,0,12
C15076,0.916667,0,0,11,1500,288.141157,14.094123,0,12
C15077,0,0,0,2,500,98.211239,119.964053,0,12
C15078,1,0,0,16,2500,107.242408,257.56864,0,6
C15079,0.857143,0.428571,3,8,1000,113.970639,100.59858,0,7
C15080,0,0.111111,1,0,500,2437.932505,,0,9
C15081,0,0.166667,4,0,1200,27.832777,7751.321328,0,12
C15082,0,0.25,5,0,3500,244.853194,748.670976,0,12
C15083,0,0,0,1,1700,1637.518241,110.864194,0.090909,12
C15084,0.333333,0.5,15,9,9000,732.79341,1135.596349,0,12
C15085,0.25,0,0,8,3500,1858.087268,176.445411,0,12
C15086,0,0,0,1,10000,782.875155,760.415003,0,12
C15087,0,0.5,10,0,4500,1161.817205,902.109479,0,12
C15088,0,0.083333,1,0,2100,292.271318,282.262223,0,12
C15089,1,0,0,53,4000,3958.926162,203.066713,1,12
C15090,1,0,0,12,1500,141.055898,171.950243,0,12
C15091,0,0.666667,11,0,3000,1450.04403,229.914965,0.142857,9
C15092,0,0.666667,11,0,3000,180.865117,301.842645,0,12
C15093,0.083333,0.083333,2,2,4500,966.963956,14.83825,0,12
C15094,0,0.333333,4,0,1500,576.243687,407.81451,0,12
C15095,0,0,0,2,1000,164.343581,176.441403,0,12
C15096,0,0.166667,2,0,500,511.341658,186.033645,0,12
C15097,0.833333,0,0,10,1800,243.407128,141.988053,0.363636,12
C15098,1,0.083333,1,85,4000,3632.719723,239.701062,0.181818,12
C15099,0.166667,0.25,19,43,3000,4047.049777,1682.737989,0,12
C15100,0,0.333333,7,19,4000,265.237605,226.573606,0,12
C15101,0,0.583333,48,2,3000,3497.925485,512.876256,0.111111,12
C15102,0.083333,0,0,1,3000,89.700598,14.369082,0,12
C15103,0.833333,0,0,17,5000,361.47312,156.23979,0.9,12
C15104,1,0,0,71,10000,2567.609796,182.974604,1,12
C15105,0,0.583333,19,4,4000,577.131439,624.924987,0,12
C15106,0.454545,0,0,6,1500,155.940858,97.910986,0.714286,11
C15107,0,0.083333,4,0,1800,109.424145,229.044312,0,12
C15108,0.333333,0,0,5,7000,1596.674994,241.434175,0.4,12
C15109,0.666667,0,0,12,1000,282.556704,149.753219,0.111111,12
C15110,0,0,0,1,7500,78.573329,42.09528,0,12
C15111,0.166667,0.5,17,3,3500,856.196277,889.485238,0,12
C15112,0,0.083333,1,0,600,239.847051,336.627401,0,12
C15113,0.25,0,0,3,4000,368.807294,,0,12
C15114,0.5,0.333333,7,21,3500,697.332323,611.827896,0,12
C15115,0,0.166667,2,7,7500,1226.547045,218.206833,0,12
C15116,0,0.75,14,0,12000,3005.016513,929.740389,0,12
C15117,0,0,0,4,1800,443.628394,417.620633,0,12
C15118,0.666667,0,0,46,4500,1355.527973,555.596549,0,12
C15121,1,0,0,12,2000,205.804949,170.367631,0.166667,12
C15122,1,0,0,110,3000,4752.379612,8296.912755,0,12
C15123,1,0.333333,4,17,5000,1325.639966,848.308643,0,12
C15124,1,0,0,13,3000,1512.770602,615.208288,0,12
C15125,0.666667,0,0,30,7500,2024.009974,193.289032,1,12
C15126,0,0.125,2,0,1500,1272.269385,28.024972,0.333333,8
C15127,0,0,0,6,10500,1350.541585,218.810614,0.125,12
C15128,0,0.090909,1,0,3000,175.911508,145.244181,0,11
C15129,0,0,0,1,1500,553.411253,85.677168,0,12
C15130,0,0.25,7,0,3000,495.398338,379.91166,0,12
C15131,1,0,0,12,1000,1500.456687,806.258492,0.083333,12
C15132,0,0.333333,6,1,8000,1200.321938,1017.299239,0,12
C15133,0,0.25,5,13,3000,1848.537683,2532.728316,0,12
C15134,0.916667,0,0,12,1000,373.891965,166.265696,0.2,12
C15135,0,0.166667,2,0,4000,916.384302,1193.658503,0,12
C15136,0,0.583333,17,0,10500,9836.835644,1115.092967,0.083333,12
C15137,0,0.25,7,20,3000,676.956491,232.309851,0.090909,12
C15138,0.416667,0,0,13,2500,739.761292,257.745004,0,12
C15139,0.272727,0,0,26,16000,2209.410409,1385.561503,0,11
C15140,0,0,0,10,2500,2697.139893,466.169801,0,12
C15141,1,0,0,35,2500,0,,0,12
C15142,1,0,0,72,6500,3235.222635,415.452888,0,12
C15143,0,0,0,2,4000,547.880399,84.010008,0,12
C15144,0,0,0,6,14000,599.388563,336.726753,0,12
C15145,0,0.583333,14,2,5500,5434.899642,1006.907571,0.083333,12
C15146,0,0,0,10,8000,1069.094662,11142.93224,0,12
C15147,0,0,0,6,6500,1393.630631,170.881343,0,12
C15148,0.25,0,0,3,4000,0,,0,12
C15149,1,0,0,16,4500,186.546816,50.283744,0.545455,12
C15150,0.416667,0,0,8,6000,475.939508,106.476161,0.625,12
C15151,1,0.166667,2,32,11500,3911.840079,795.275831,0,12
C15152,0,0.166667,3,0,4000,2232.66712,748.463466,0,12
C15153,0,0,0,3,1200,877.494612,167.323383,0.090909,12
C15154,0.083333,0,0,20,8500,1089.226019,211.335301,0,12
C15155,0.666667,0,0,22,11000,848.624102,855.287602,0,12
C15156,0,0.083333,1,0,2500,250.588485,205.177541,0,12
C15157,0.083333,0,0,24,12500,4571.887377,502.626418,0,12
C15158,0,0.166667,2,0,6500,8328.730628,982.558921,0.142857,12
C15159,0.25,0,0,87,15000,5528.180381,2618.776868,0,12
C15160,0,0.166667,2,0,7500,1188.602797,1142.583303,0,12
C15161,0.833333,0,0,14,9000,775.601851,155.518201,0.5,12
C15162,0.5,0,0,7,1500,152.51735,85.653871,1,6
C15163,0.333333,0.083333,1,28,12500,1031.151095,1032.193959,0,12
C15164,0.5,0.333333,8,26,7000,8754.779769,407.886506,0.416667,12
C15165,0,0,0,1,1800,69.941439,166.648868,0,12
C15166,0,0.166667,4,0,1200,107.916464,291.705634,0,12
C15167,0.583333,0.083333,1,8,5000,1234.809537,1673.959822,0,12
C15168,0.666667,0,0,40,12000,1643.812227,195.514075,0.416667,12
C15169,0,0,0,40,7500,1150.696529,662.5686,0,12
C15170,0,0,0,1,2000,1401.222628,159.142575,0,12
C15171,0.166667,0,0,2,2500,267.057792,170.357282,0,12
C15172,0.166667,0.416667,8,4,1500,4032.106936,262.884347,0.083333,12
C15173,0.083333,0.416667,15,1,5000,507.240956,1102.034141,0,12
C15174,0,0.083333,2,1,8000,1809.711855,907.682774,0,12
C15175,0.714286,0,0,9,1500,69.973565,85.417572,0,7
C15177,0,0.416667,9,0,1200,1481.809323,240.79407,0.1,12
C15178,0,0.083333,2,0,9000,2245.358858,217.630638,0,12
C15179,0.75,0,0,12,2500,1263.464175,111.639152,1,8
C15180,0.416667,0.666667,11,6,6000,3434.362444,364.334809,0.111111,12
C15181,1,0,0,79,6000,4076.914448,188.019302,1,12
C15182,0,0.083333,2,0,1500,1892.507498,267.650667,0.111111,12
C15183,0.166667,0,0,3,4000,0,,0,12
C15184,0.666667,0.25,14,27,1200,2545.222796,7960.080674,0.090909,12
C15185,0,0,0,11,4400,954.962296,323.536714,0,12
C15186,0.75,0,0,51,3000,1617.884909,255.931146,0,12
C15187,0,0.25,10,0,3000,1809.765794,638.475926,0,12
C15188,0.5,0,0,24,10000,2137.437449,233.649807,0.25,12
C15189,0,0.166667,4,0,1500,397.461163,380.286525,0,12
C15190,1,0,0,248,12000,8906.373361,214.210554,0.916667,12
C15191,1,0,0,12,2500,1105.854643,173.332353,0.666667,12
C15192,0,0,0,11,7000,586.551078,424.343093,0,11
C15193,1,0,0,53,7000,1303.254323,161.824942,0.583333,12
C15194,0,0.75,14,5,2500,326.649398,254.195184,0,12
C15195,0.142857,0.857143,7,4,2000,867.233681,586.992382,0,7
C15196,0.916667,0,0,85,9400,2139.278062,3537.101876,0,12
C15197,0.833333,0,0,6,1500,71.641741,83.215986,1,6
C15198,1,0,0,12,3000,1558.673423,223.538858,0.25,12
C15199,0,0.333333,5,1,2000,278.265172,277.580245,0,12
C15200,1,0.083333,1,12,3500,1172.975952,175.62276,0.545455,12
C15201,0,0.416667,8,3,5000,8627.985927,1211.424432,0.166667,12
C15202,0.454545,0,0,6,1500,526.368079,76.744713,0.125,11
C15203,0,0.416667,9,0,10500,1290.753615,1629.315325,0,12
C15204,0,0.25,3,0,1500,514.124193,519.856738,0,12
C15206,1,0,0,15,3000,280.83786,119.087402,0,12
C15207,1,0,0,24,1300,1356.270465,167.215217,1,12
C15208,0.083333,0,0,30,500,1330.92776,177.486834,1,12
C15209,0,0.166667,2,0,1000,1860.536797,69.470274,0.181818,12
C15210,0,0,0,3,2700,387.944071,113.60971,1,8
C15211,0,0.416667,18,0,7500,934.137744,1259.264875,0,12
C15212,0,0.25,15,0,4500,4992.302341,665.402509,0.2,12
C15213,1,0,0,26,5000,188.683162,208.663344,0,12
C15214,0,0,0,9,5000,788.58998,188.958312,0,12
C15215,0.166667,0,0,9,1000,467.131192,169.840535,0.2,12
C15216,0,0,0,1,5000,302.180025,60.558319,0,12
C15217,1,0,0,17,4000,1089.402716,135.20894,0.3,12
C15218,0.833333,0,0,11,12500,6831.656434,717.304514,0.181818,12
C15219,0.75,0,0,13,4000,770.916661,95.057442,0.5,12
C15220,0,0.083333,5,0,1200,7142.732735,127.577579,1,12
C15221,1,0,0,27,7000,1998.999896,178.290009,1,12
C15222,0,0.333333,13,0,3000,207.448103,13350.55682,0,12
C15223,1,0,0,29,1000,469.114905,172.662882,0.333333,12
C15224,0.75,0,0,9,1500,176.874316,151.915915,0.333333,12
C15225,0,0,0,1,2000,1081.831337,,0,10
C15226,0,0.416667,6,0,5400,2118.553043,471.692662,0,12
C15227,0,0,0,11,6000,1497.949644,211.310481,0.2,12
C15228,0,0.083333,2,0,1800,328.825762,287.194759,0,12
C15229,0.833333,0,0,96,9000,8716.674684,240.332998,0.3,12
C15230,0,0,0,12,3400,1239.278015,427.761699,0,12
C15232,0.166667,0.333333,10,37,3500,3823.141055,252.01094,0.166667,12
C15233,1,0,0,62,6700,4923.193295,413.007713,0,12
C15234,0.5,0.083333,1,6,1200,1080.501526,1752.604791,0,12
C15235,0.416667,0,0,18,1200,3753.091608,161.92571,0.8,12
C15236,0,0.416667,5,0,1500,436.226459,602.777344,0,12
C15237,0.75,0.083333,1,10,2500,1577.161232,203.807999,0.666667,12
C15239,0.583333,0.25,4,45,2500,1550.474014,363.926512,0,12
C15240,1,0,0,14,6500,1097.963345,176.797021,0.083333,12
C15241,0,0.083333,1,0,1200,163.85665,297.132962,0,12
C15242,0,0.166667,4,0,1800,287.777315,9294.994141,0,12
C15243,0.545455,0,0,20,4000,314.512747,159.094115,0,11
C15244,0,0,0,2,10500,372.572278,81.447345,0,12
C15245,0,0,0,1,2000,92.031894,46.267546,0,12
C15246,0,0.25,23,1,9500,7058.832194,1040.283795,0.1,12
C15247,0,0.25,4,0,1200,272.177301,395.344077,0,12
C15248,0.166667,0,0,3,1600,119.468878,68.370436,0.181818,12
C15249,0.25,0,0,3,7000,1542.583506,375.127536,0,12
C15250,0,0,0,26,3000,524.24945,831.65824,0,12
C15251,0.083333,0.083333,8,4,6000,1362.425769,727.429491,0.1,12
C15252,0,0.083333,1,0,3000,6112.512276,,0,12
C15253,0.090909,0,0,32,1500,328.462817,345.557752,0,11
C15254,0.166667,0,0,5,2500,829.691401,190.314886,0,12
C15255,1,0,0,24,5000,1450.096836,178.871755,1,12
C15256,0.75,0.25,5,121,7000,3083.16422,8724.958739,0,12
C15257,0.166667,0,0,2,1000,302.656395,800.097611,0,12
C15258,0.083333,0,0,2,3000,4.841543,111.741197,0,12
C15259,0.083333,0,0,1,6000,688.614293,35.978677,0.333333,12
C15260,0,0,0,6,2500,989.738532,152.762176,0.083333,12
C15261,0.583333,1,71,16,2500,3989.545295,566.947431,0.090909,12
C15262,0.083333,0,0,1,2500,110.266434,209.339591,0,12
C15263,0.833333,0.25,3,19,6500,2842.037627,541.368131,0,12
C15264,0.333333,0,0,6,1500,149.853315,131.972396,0.111111,12
C15265,0.75,0,0,21,4200,2190.962493,601.921408,0,12
C15266,0,0.083333,1,0,3500,636.709165,558.717246,0,12
C15267,0.083333,0,0,1,1200,104.687781,300.921255,0,12
C15268,0,0.416667,6,0,5000,1082.274035,1107.973906,0,12
C15269,0,0.090909,3,0,3000,263.238508,334.618726,0,11
C15270,0,0,0,1,3000,71.90595,91.526002,0,12
C15271,0,0.166667,3,0,1500,755.520686,568.672226,0,12
C15272,1,0,0,12,1500,505.433563,163.327553,0.416667,12
C15273,0.25,0,0,26,4500,1345.989788,163.177278,0.727273,12
C15274,0.666667,0,0,39,7500,3798.443473,425.9899,0,12
C15275,0.166667,0,0,12,2500,885.070007,366.004256,0,12
C15276,0.666667,0,0,8,1000,198.970881,96.044022,0,12
C15277,0.166667,0.5,20,4,6500,1385.482263,1378.644403,0,12
C15278,1,0,0,17,4000,578.565706,175.221326,0.75,12
C15279,0,0.833333,20,0,10000,2201.09767,612.068106,0,12
C15280,1,0,0,65,8500,7684.307278,521.675562,0,12
C15281,0.75,0,0,53,7500,4308.448155,184.69761,0.833333,12
C15282,1,0.083333,1,39,3000,2097.161809,245.746831,0.083333,12
C15283,0.333333,0,0,4,4000,140.890144,,0,12
C15284,0,0.583333,35,2,9000,7371.459399,2791.366849,0.083333,12
C15285,0.25,0.5,8,6,6000,1316.698331,1252.705624,0,12
C15286,0,0.25,3,0,4500,3883.138519,638.672701,0.125,12
C15287,0.583333,0.083333,1,20,2500,574.051951,940.119465,0,12
C15288,0.25,0,0,15,4000,958.996228,151.156275,0.4,12
C15289,0,0.25,6,1,2500,2459.382382,679.004285,0,12
C15290,0,0.083333,1,0,1500,315.87129,298.701546,0,12
C15291,0,0.333333,5,1,1800,467.080947,404.439747,0,12
C15292,0.333333,0,0,8,1500,2482.201611,244.376255,0,12
C15293,1,0,0,18,8000,319.919021,107.187821,0.090909,12
C15294,0.875,0,0,9,1000,3450.990535,185.857663,0.4,8
C15295,0,0,0,4,1400,994.915444,186.548599,0.1,12
C15296,0,0.083333,1,4,1300,1474.929946,441.741032,0.083333,12
C15297,0,0.181818,3,0,1200,114.87215,198.55418,0,11
C15298,1,0,0,130,7500,5666.333186,186.941527,1,12
C15299,0,0.666667,9,0,8000,994.210187,1051.709303,0,9
C15300,0,0.083333,1,0,3000,652.759069,6038.567518,0,12
C15301,0.75,0,0,116,5000,7512.513474,131.710372,0.875,12
C15302,0.833333,0,0,6,1500,310.575541,,0,6
C15303,0,0.25,4,0,2000,251.384712,228.826381,0,8
C15304,0.818182,0,0,25,5000,762.863333,115.044143,0.454545,11
C15305,0.833333,0,0,10,3000,347.01723,13.714895,0,12
C15306,0,0.166667,2,0,3500,513.503781,436.115043,0,12
C15307,0,0.083333,1,0,1200,1471.642879,146.079539,0.125,12
C15308,0,0.333333,5,0,6000,1732.275197,457.524824,0,12
C15309,0.5,0,0,17,3000,786.407104,179.622447,1,12
C15310,0.666667,0.166667,4,13,4000,409.29211,185.805592,0,12
C15311,0,0.5,20,0,3000,582.828406,318.94963,0,6
C15312,0.666667,0,0,13,6500,3361.500799,47.676403,0,12
C15313,1,0,0,129,6000,1619.62737,537.587864,0,12
C15314,0,0,0,2,8000,577.415935,768.591692,0,12
C15315,0,0,0,1,1000,215.325023,410.484825,0,8
C15316,0,0.875,25,0,9500,687.474829,1010.781349,0,8
C15317,0,0.25,4,0,1500,292.521349,503.505212,0,12
C15318,0.583333,0,0,7,3000,112.61746,99.423595,0.142857,12
C15319,0.857143,0,0,9,1000,1366.668756,380.796942,0.333333,7
C15320,0.75,0,0,24,4000,2826.698853,181.386587,0.833333,12
C15321,0.583333,0.166667,3,32,4000,1882.437447,1279.813588,0,12
C15322,1,0.25,7,12,4500,977.281878,1592.232637,0,12
C15323,0,0.583333,26,0,6000,1421.321273,1718.462688,0,12
C15324,0.75,0,0,9,4000,0,,0,12
C15325,0,0.083333,1,0,3000,0,,0,12
C15326,0,0.25,3,1,5000,1599.377333,765.036103,0,12
C15327,0.666667,0.666667,10,9,1200,70.500843,97.68575,0,6
C15328,0.583333,0,0,8,7500,214.796949,99.124898,0,12
C15329,0,0.083333,1,0,3000,636.224436,675.460542,0,12
C15330,0.333333,0,0,14,3500,5149.432038,277.233099,0,12
C15331,0,0,0,10,1500,1448.269927,1950.911172,0,12
C15332,0.416667,0,0,6,6000,229.256141,180.598109,0.444444,12
C15333,0,0.083333,1,1,3000,657.190307,633.370465,0,12
C15334,1,0.083333,1,41,3000,2239.223522,188.5229,1,12
C15335,1,0,0,12,4000,196.541494,156.086837,0.454545,12
C15336,0,0.333333,8,0,2500,180.104404,282.085369,0,12
C15337,0,0.111111,6,0,3000,0,,0,9
C15338,0.166667,0.333333,9,3,5000,2465.151762,161.497921,0.363636,12
C15339,1,0,0,57,6500,4106.558919,260.772338,0,12
C15341,0.25,0.083333,1,9,3000,1223.23593,1933.376383,0,12
C15342,0.666667,0.083333,1,17,1500,731.943501,1187.72741,0,12
C15343,1,0.166667,3,44,7500,1865.73836,573.258246,0.090909,12
C15344,0.166667,0.666667,19,15,1400,9282.027007,217.823333,0.571429,12
C15345,0,0,0,12,5500,554.770836,192.60691,1,12
C15346,0.916667,0,0,11,3500,1347.51278,177.102986,0.818182,12
C15347,0,0.166667,3,1,9500,1465.747485,1141.633296,0,12
C15348,0.833333,0,0,29,4000,1111.898226,87.775306,1,6
C15349,0,0.166667,1,0,,9.040017,14.418723,0,6
C15350,0,0.25,4,0,6500,1438.89528,2351.635775,0,12
C15351,0.25,0,0,8,3000,182.53903,400.00556,0,12
C15352,0.583333,0,0,11,2725,1930.437135,142.662885,0.857143,12
C15353,0.75,0.166667,2,10,6500,408.437645,208.322149,0.166667,12
C15354,0.833333,0.333333,9,39,11500,2435.285131,2828.269468,0,12
C15355,0,0.083333,1,0,2500,945.465018,56.782521,0.090909,12
C15356,0,0,0,1,3000,0,,0,7
C15357,0,0.25,8,0,1200,1106.479425,685.694358,0,12
C15358,0.666667,0,0,122,3200,4369.008441,222.118023,0.666667,12
C15359,0,0,0,8,6200,519.064499,438.190574,0,11
C15360,0,0.666667,20,6,1200,1363.547891,1860.072318,0,12
C15361,0,0,0,7,1800,616.31303,317.061706,0,12
C15362,0,0.25,5,4,1800,955.297792,686.649339,0,12
C15364,1,0.416667,7,44,8500,4768.332744,532.466094,0,12
C15365,0.5,0,0,60,6000,4465.155013,165.366492,0.916667,12
C15366,0.083333,0,0,2,3000,0,,0,12
C15367,0,0.5,5,2,2500,552.896593,978.223,0,6
C15368,0.5,0,0,70,11500,1158.648328,454.273077,0,12
C15369,1,0,0,42,2200,1108.476353,1694.702504,0,12
C15370,0.5,0,0,18,1500,619.063466,678.63587,0,12
C15371,0,0,0,2,6000,503.254349,34.488495,0,12
C15372,0.090909,0.272727,7,2,6500,1233.301038,911.267314,0,11
C15373,0,0.083333,1,12,9500,2428.395411,1040.884331,0,12
C15374,0,0,0,4,3000,239.704238,379.055818,0,10
C15375,0,0,0,12,3000,0,,0,6
C15376,0.416667,0,0,11,6000,3684.789911,328.151043,0,12
C15377,0.25,0,0,6,1200,269.948292,101.35824,0.272727,12
C15378,1,0,0,35,4500,163.982192,55.660981,0,12
C15379,0,0.333333,7,0,1000,1515.789235,201.815134,0.083333,12
C15380,0.75,0.25,3,23,3000,2857.881585,234.745291,0.166667,12
C15381,0,0,0,2,6000,753.034035,179.692509,0,12
C15382,0,0,0,3,6000,513.64046,190.606207,0,12
C15383,0.833333,0,0,10,3000,299.572759,149.944032,0.8,12
C15384,0,0.166667,2,0,2500,976.79165,724.561182,0,12
C15385,0.916667,0.166667,4,26,7500,887.037084,1014.663188,0,12
C15386,1,0,0,12,6000,1130.376548,170.144183,0,12
C15387,1,0,0,60,5700,4124.004704,224.493971,0.5,12
C15388,0,0.25,3,1,1200,525.816276,616.813089,0,12
C15389,0.5,0,0,7,5500,143.114001,196.881446,0,12
C15390,0,0.75,17,0,13000,942.812569,920.525945,0,12
C15391,0.714286,0,0,5,3000,1130.438324,127.592031,0,7
C15392,0,0.083333,1,0,2500,508.613001,481.397375,0,12
C15393,0.571429,0.428571,5,6,2000,174.556187,95.587203,0.333333,7
C15394,0,0.083333,1,2,7500,3321.020515,394.681018,0,12
C15395,0.416667,0,0,5,4500,1349.938041,203.987924,0,12
C15396,0.666667,0,0,10,6000,2855.153528,186.149348,1,12
C15397,1,0,0,10,2500,231.239325,128.726662,1,10
C15398,0.833333,0,0,21,1500,2816.104753,163.703623,0.916667,12
C15399,0,0.083333,2,0,1500,858.248769,296.752391,0,12
C15400,0.142857,0.142857,2,1,1500,507.934017,37.947135,0,7
C15401,0.083333,0.333333,4,7,1500,307.755667,393.128829,0,12
C15402,0.166667,0.416667,14,27,18500,19841.25737,2025.836483,0.090909,12
C15403,0.333333,0,0,21,7000,873.241146,85.160646,0.4,12
C15404,0,0.166667,2,0,2500,387.341388,352.084649,0,12
C15405,0.916667,0,0,12,1000,124.753548,146.043815,0.3,12
C15406,0.083333,0,0,1,8000,72.282497,17.530337,0,12
C15407,0.416667,0,0,12,23000,8760.860264,1645.535202,0,12
C15408,0,0.25,5,5,2500,750.556869,181.398536,0,8
C15409,1,0,0,12,2000,907.603723,270.413449,0,12
C15410,0.583333,0,0,7,2500,1480.676383,1246.237666,0,12
C15411,0.916667,0.083333,2,27,16000,2803.060431,169.41646,1,12
C15412,0,0.083333,2,0,3000,1174.005094,85.227184,0.083333,12
C15413,0,0.583333,8,0,1700,205.396282,195.799861,0,12
C15414,0.416667,0,0,27,7000,1057.647019,203.927038,0.75,12
C15415,1,0,0,65,3000,2553.372888,3339.39289,0,12
C15417,0,0.166667,3,0,1200,1569.501192,156.935733,0.090909,12
C15418,0,0.25,4,0,3000,1065.255189,1135.449267,0,12
