CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14607,3258.2373,1.0,921.12,521.14,399.98,0.0,0.75,0.5,0.5,0.0,0.0,14.0,6200.0,1323.7761,1011.02594,0.0,12.0
C14608,61.115414,0.909091,239.71,0.0,239.71,0.0,0.454545,0.0,0.454545,0.0,0.0,5.0,700.0,358.10843,130.74161,0.090909,11.0
C14609,1002.792,1.0,0.0,0.0,0.0,234.10551,0.0,0.0,0.0,0.083333,3.0,0.0,1200.0,239.80734,225.23827,0.0,12.0
C14610,2951.22,1.0,0.0,0.0,0.0,1477.7379,0.0,0.0,0.0,0.666667,16.0,0.0,8500.0,710.8544,685.2919,0.0,12.0
C14611,1248.9037,1.0,518.31,113.31,405.0,472.11868,1.0,0.333333,1.0,0.25,5.0,29.0,1200.0,1141.1903,980.8451,0.0,12.0
C14612,793.167,1.0,433.31,200.0,233.31,766.87244,1.0,0.142857,0.857143,0.428571,5.0,8.0,1000.0,363.0642,430.48547,0.0,7.0
C14613,2368.3386,1.0,1307.18,762.5,544.68,0.0,0.916667,0.333333,0.666667,0.0,0.0,20.0,9000.0,2167.293,539.8805,0.0,12.0
C14614,7287.084,1.0,0.0,0.0,0.0,6605.0757,0.0,0.0,0.0,0.75,24.0,0.0,7500.0,4293.063,5255.007,0.0,12.0
C14615,3764.892,1.0,898.43,479.0,419.43,2094.0913,0.5,0.083333,0.416667,0.333333,6.0,22.0,4500.0,1067.4354,1116.0321,0.0,12.0
C14616,14.775035,1.0,80.44,0.0,80.44,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,3000.0,137.21725,81.26382,0.083333,12.0
C14617,306.4604,1.0,0.0,0.0,0.0,191.83458,0.0,0.0,0.0,0.083333,1.0,0.0,7000.0,577.96277,171.80963,0.083333,12.0
C14618,1499.69,1.0,159.96,0.0,159.96,601.6164,0.25,0.0,0.25,0.416667,10.0,8.0,4000.0,356.31735,522.2523,0.0,12.0
C14619,2778.2202,1.0,0.0,0.0,0.0,99.790115,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,813.6867,1449.3541,0.0,12.0
C14620,56.149055,0.909091,493.32,149.93,343.39,0.0,0.75,0.166667,0.5,0.0,0.0,14.0,5000.0,471.38208,153.8421,0.75,12.0
C14621,1924.6572,1.0,0.0,0.0,0.0,906.64526,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,428.4882,715.6147,0.0,12.0
C14622,72.42588,1.0,655.68,0.0,655.68,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1000.0,718.5371,162.73268,0.333333,12.0
C14623,653.88104,0.909091,0.0,0.0,0.0,1366.2041,0.0,0.0,0.0,0.416667,7.0,0.0,1400.0,205.70998,271.7285,0.0,12.0
C14624,579.2436,1.0,505.48,505.48,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,6.0,1950.0,188.30414,302.43457,0.0,12.0
C14625,95.25937,0.727273,43.3,0.0,43.3,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,7000.0,526.60486,207.13414,0.0,12.0
C14626,551.5802,1.0,2955.91,952.51,2003.4,0.0,1.0,1.0,0.833333,0.0,0.0,62.0,8000.0,2456.5818,209.43597,0.25,12.0
C14627,1181.7676,1.0,153.95,153.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,6500.0,1908.2588,365.47232,0.0,12.0
C14628,11.834127,0.166667,272.9,69.9,203.0,0.0,0.833333,0.166667,0.5,0.0,0.0,5.0,6000.0,313.9131,81.433075,1.0,6.0
C14629,1138.5543,1.0,831.89,831.89,0.0,495.00284,0.166667,0.166667,0.0,0.166667,2.0,7.0,1200.0,381.9676,457.75848,0.0,12.0
C14630,9962.07,1.0,7465.91,6075.62,1390.29,0.0,1.0,0.833333,0.666667,0.0,0.0,57.0,18500.0,2403.1602,2207.0688,0.0,12.0
C14631,6416.448,1.0,0.0,0.0,0.0,3580.393,0.0,0.0,0.0,0.25,9.0,0.0,7500.0,1756.558,2302.0227,0.0,12.0
C14632,2762.34,1.0,2372.98,2372.98,0.0,1465.0824,0.166667,0.166667,0.0,0.083333,1.0,5.0,4500.0,659.7262,874.53796,0.0,12.0
C14633,926.459,0.818182,6200.71,5742.61,458.1,283.4763,0.666667,0.666667,0.416667,0.083333,1.0,49.0,7000.0,7932.4307,271.78845,0.142857,12.0
C14634,7474.4087,1.0,0.0,0.0,0.0,10187.522,0.0,0.0,0.0,0.6,11.0,0.0,10000.0,2021.9082,1918.5559,0.0,10.0
C14635,287.88412,1.0,1545.03,124.72,1420.31,289.63083,1.0,0.083333,1.0,0.333333,5.0,41.0,6500.0,1182.1072,187.48965,0.25,12.0
C14636,170.61705,0.727273,350.0,350.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,3000.0,828.8943,175.62915,0.142857,12.0
C14637,86.66104,1.0,709.98,0.0,709.98,0.0,1.0,0.0,0.916667,0.0,0.0,12.0,1000.0,727.1045,168.80507,0.166667,12.0
C14638,1541.7437,1.0,0.0,0.0,0.0,118.97413,0.0,0.0,0.0,0.333333,5.0,0.0,1600.0,353.6867,428.15005,0.0,12.0
C14639,7558.0107,1.0,365.26,188.56,176.7,4738.3076,0.5,0.083333,0.416667,0.666667,25.0,9.0,8000.0,3311.1924,4903.86,0.0,12.0
C14640,6956.3765,1.0,11500.94,3091.01,8409.93,15133.532,1.0,1.0,1.0,1.0,48.0,308.0,14000.0,20122.006,1617.0145,0.166667,12.0
C14641,99.25622,0.636364,1554.39,1174.39,380.0,0.0,0.636364,0.454545,0.181818,0.0,0.0,9.0,6000.0,1006.70233,139.90268,0.5,11.0
C14642,376.15857,1.0,2724.76,572.76,2152.0,0.0,1.0,1.0,1.0,0.0,0.0,70.0,8500.0,2600.7053,190.76677,0.0,12.0
C14643,380.51788,1.0,2590.27,2102.46,487.81,0.0,0.916667,0.916667,0.416667,0.0,0.0,49.0,2500.0,1825.4056,173.16412,0.090909,12.0
C14644,1311.9528,0.909091,2092.0,1242.0,850.0,0.0,0.75,0.333333,0.5,0.0,0.0,15.0,5181.8184,3476.019,330.8287,0.0,12.0
C14645,548.25287,1.0,208.41,208.41,0.0,1633.935,0.083333,0.083333,0.0,0.333333,6.0,1.0,3000.0,708.10065,154.96529,0.0,12.0
C14646,3.691925,0.363636,27.99,27.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,6500.0,187.17273,56.06606,0.5,12.0
C14647,49.911407,1.0,178.4,0.0,178.4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,130.65076,166.81519,0.0,12.0
C14648,18.549421,0.090909,132.0,0.0,132.0,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,19500.0,3610.5652,66.187935,0.0,12.0
C14649,4251.4116,1.0,0.0,0.0,0.0,2318.9673,0.0,0.0,0.0,0.083333,1.0,0.0,5000.0,1428.5117,1322.6268,0.0,12.0
C14650,32.229137,0.727273,145.85,0.0,145.85,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,1000.0,263.68176,130.72534,0.125,12.0
C14651,1226.1521,1.0,0.0,0.0,0.0,275.60236,0.0,0.0,0.0,0.166667,5.0,0.0,1200.0,797.0296,1026.5109,0.0,12.0
C14652,1238.1403,1.0,56.38,0.0,56.38,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1600.0,398.98254,422.37173,0.0,12.0
C14653,153.64316,1.0,0.0,0.0,0.0,254.91034,0.0,0.0,0.0,0.083333,1.0,0.0,300.0,347.22778,148.8744,0.083333,12.0
C14654,200.58025,0.727273,354.0,354.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,1697.9897,217.8751,0.142857,12.0
C14655,2329.8694,1.0,1497.2,1301.26,195.94,0.0,0.333333,0.25,0.083333,0.0,0.0,5.0,7000.0,1453.1195,632.47253,0.0,12.0
C14656,5090.524,1.0,1689.09,0.0,1689.09,1088.5239,1.0,0.0,1.0,0.166667,3.0,82.0,6000.0,2046.5095,2256.3184,0.0,12.0
C14657,2996.762,1.0,3644.35,3610.6,33.75,0.0,0.666667,0.583333,0.083333,0.0,0.0,23.0,3500.0,3879.941,864.0451,0.0,12.0
C14658,1103.8344,0.363636,0.0,0.0,0.0,155.41425,0.0,0.0,0.0,0.333333,4.0,0.0,7000.0,4021.9568,410.66617,0.0,12.0
C14659,72.67983,0.545455,800.55,586.55,214.0,0.0,0.5,0.333333,0.333333,0.0,0.0,13.0,7000.0,1584.8976,147.86,0.666667,12.0
C14660,4995.229,1.0,1580.34,1364.34,216.0,0.0,1.0,1.0,0.416667,0.0,0.0,26.0,5500.0,1712.233,1485.7217,0.0,12.0
C14661,300.4276,1.0,443.71,0.0,443.71,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1000.0,372.54813,228.3659,0.0,12.0
C14662,1521.7633,1.0,312.15,0.0,312.15,0.0,0.75,0.0,0.75,0.0,0.0,19.0,1500.0,671.70654,1458.3638,0.0,12.0
C14663,16.742182,0.545455,320.0,0.0,320.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,2500.0,559.7134,65.55456,0.25,12.0
C14664,757.9647,0.875,157.4,157.4,0.0,0.0,0.125,0.125,0.0,0.0,0.0,6.0,1200.0,1494.4803,2638.5984,0.0,8.0
C14665,8315.895,1.0,8391.55,0.0,8391.55,0.0,1.0,0.0,1.0,0.0,0.0,199.0,8500.0,6322.388,7912.0503,0.0,12.0
C14666,476.72836,1.0,462.75,462.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5500.0,185.00288,170.2745,0.0,12.0
C14667,776.9198,1.0,11522.9,11146.28,376.62,0.0,1.0,1.0,0.416667,0.0,0.0,68.0,4500.0,11082.515,237.00644,0.916667,12.0
C14668,245.33694,0.363636,909.0,909.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,3000.0,340.20175,55.41077,0.0,12.0
C14669,18.745682,0.363636,872.7,872.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,11.0,2500.0,2411.0605,44.981724,1.0,12.0
C14670,7.106669,0.333333,27.98,27.98,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,2500.0,57.785065,154.34903,0.0,9.0
C14672,1632.4214,1.0,993.96,245.59,748.37,0.0,0.727273,0.181818,0.636364,0.0,0.0,22.0,6000.0,2752.6238,489.8429,0.090909,11.0
C14673,2439.9763,1.0,499.59,0.0,499.59,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,2700.0,555.2864,617.2763,0.0,12.0
C14674,1315.4788,1.0,88.08,0.0,88.08,154.31169,0.5,0.0,0.416667,0.083333,2.0,6.0,1500.0,453.1991,321.31992,0.0,12.0
C14675,1454.0997,1.0,0.0,0.0,0.0,49.602856,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,274.9856,493.39267,0.0,12.0
C14676,1695.4048,1.0,1641.48,1377.06,264.42,1105.8755,0.916667,0.75,0.416667,0.583333,9.0,26.0,7000.0,3423.435,629.2377,0.0,12.0
C14677,19.991587,0.875,144.0,0.0,144.0,0.0,0.75,0.0,0.625,0.0,0.0,6.0,1500.0,173.88132,96.495476,0.8,8.0
C14678,3219.6042,1.0,4126.75,4126.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,10500.0,6061.101,1113.2568,0.0,12.0
C14679,337.17853,1.0,3809.71,3809.71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,16500.0,2837.5996,238.07553,0.916667,12.0
C14680,217.10156,0.818182,2953.03,2953.03,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,5000.0,3123.2966,118.209564,0.125,12.0
C14681,2124.8264,1.0,967.61,397.61,570.0,581.6512,0.833333,0.166667,0.75,0.25,3.0,12.0,5000.0,1778.7258,477.54282,0.0,12.0
C14682,313.13312,1.0,49.09,49.09,0.0,1306.1104,0.166667,0.166667,0.0,0.416667,13.0,2.0,6500.0,1405.7476,189.1596,0.166667,12.0
C14683,154.27115,1.0,1498.28,667.0,831.28,0.0,0.833333,0.416667,0.583333,0.0,0.0,24.0,12000.0,1343.4502,189.40607,0.583333,12.0
C14684,7934.946,1.0,1792.15,1792.15,0.0,4169.061,0.333333,0.333333,0.0,0.333333,6.0,16.0,11500.0,2373.897,2184.3948,0.0,12.0
C14685,4183.7725,1.0,511.12,278.6,232.52,1209.4264,0.916667,0.25,0.833333,0.416667,14.0,24.0,4500.0,1378.8384,2569.3777,0.0,12.0
C14686,4187.551,1.0,0.0,0.0,0.0,433.71918,0.0,0.0,0.0,0.083333,1.0,0.0,4500.0,1216.4652,935.5855,0.0,12.0
C14687,58.565353,0.833333,386.0,0.0,386.0,0.0,0.666667,0.0,0.5,0.0,0.0,4.0,1000.0,425.99698,65.25063,1.0,6.0
C14688,8363.401,1.0,1076.01,1076.01,0.0,3134.266,0.25,0.25,0.0,0.666667,29.0,7.0,9500.0,1828.937,2608.2915,0.0,12.0
C14689,45.171227,0.636364,160.0,160.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,500.0,197.01933,94.411064,0.0,12.0
C14690,440.67676,0.666667,0.0,0.0,0.0,1125.5421,0.0,0.0,0.0,0.666667,6.0,0.0,1200.0,171.74382,113.22027,0.0,6.0
C14691,7867.66,1.0,507.0,507.0,0.0,8980.648,0.166667,0.166667,0.0,0.916667,43.0,4.0,8500.0,6802.892,8644.138,0.0,12.0
C14692,731.22235,1.0,0.0,0.0,0.0,2828.9753,0.0,0.0,0.0,0.416667,8.0,0.0,1500.0,3208.1824,236.90697,0.090909,12.0
C14693,39.523884,0.727273,592.88,451.18,141.7,0.0,0.583333,0.583333,0.083333,0.0,0.0,9.0,12000.0,1111.1489,120.742325,0.833333,12.0
C14694,1996.7859,1.0,212.64,212.64,0.0,272.1155,0.083333,0.083333,0.0,0.166667,6.0,1.0,2000.0,1121.3815,2669.122,0.0,12.0
C14695,3114.9883,1.0,453.12,453.12,0.0,2115.0366,0.333333,0.333333,0.0,0.5,12.0,7.0,5000.0,1160.8595,1067.6663,0.0,12.0
C14696,2341.4016,1.0,0.0,0.0,0.0,1818.3063,0.0,0.0,0.0,0.416667,5.0,0.0,3000.0,668.9188,553.2439,0.0,12.0
C14697,2819.6306,1.0,0.0,0.0,0.0,230.54353,0.0,0.0,0.0,0.25,7.0,0.0,3000.0,810.3894,1147.3767,0.0,12.0
C14698,147.08507,0.818182,1381.14,1027.14,354.0,0.0,0.666667,0.333333,0.25,0.0,0.0,11.0,2500.0,1457.4066,128.62665,1.0,12.0
C14699,152.45967,1.0,1248.09,829.45,418.64,0.0,1.0,1.0,0.25,0.0,0.0,21.0,5000.0,1316.4552,210.9061,0.166667,12.0
C14700,1998.156,1.0,348.0,348.0,0.0,1940.3579,0.083333,0.083333,0.0,0.083333,1.0,1.0,9000.0,2893.195,419.01694,0.0,12.0
C14701,290.24628,1.0,2617.61,1342.69,1274.92,0.0,1.0,1.0,0.75,0.0,0.0,52.0,2500.0,2948.9634,164.86418,0.916667,12.0
C14702,2074.3647,1.0,1500.0,1500.0,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,15.0,2200.0,2200.2805,1436.2157,0.0,12.0
C14703,1773.3237,1.0,1423.71,1423.71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,5000.0,1410.3105,423.07883,0.0,12.0
C14704,12.540151,0.363636,201.0,104.5,96.5,0.0,0.25,0.083333,0.166667,0.0,0.0,4.0,2500.0,479.9483,142.19868,1.0,12.0
C14705,5796.622,0.875,423.38,223.38,200.0,6739.694,0.625,0.25,0.375,0.25,18.0,9.0,8000.0,813.94165,1523.155,0.0,8.0
C14706,3261.2415,1.0,0.0,0.0,0.0,154.67204,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,800.6772,1588.4418,0.0,12.0
C14707,4228.711,1.0,923.99,0.0,923.99,3932.2727,1.0,0.0,1.0,0.416667,7.0,30.0,8500.0,8805.28,1134.6324,0.25,12.0
C14708,8033.907,1.0,159.0,159.0,0.0,3983.764,0.083333,0.083333,0.0,0.75,24.0,1.0,9000.0,1620.8685,2568.3271,0.0,12.0
C14709,11.902047,0.818182,0.0,0.0,0.0,482.99255,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,727.9299,5.03821,0.142857,12.0
C14710,7789.191,1.0,1307.39,84.45,1222.94,1836.8937,1.0,0.166667,1.0,0.25,3.0,66.0,8500.0,2072.8171,2983.9775,0.0,12.0
C14711,8465.74,1.0,1345.81,226.0,1119.81,3429.4504,0.916667,0.333333,0.666667,0.666667,25.0,33.0,9500.0,2069.1567,2410.7014,0.0,12.0
C14712,151.1948,0.818182,2634.7,2411.53,223.17,0.0,1.0,1.0,0.363636,0.0,0.0,42.0,7500.0,2295.9648,103.77379,0.5,11.0
C14713,3212.963,1.0,0.0,0.0,0.0,185.53261,0.0,0.0,0.0,0.083333,2.0,0.0,3500.0,766.72876,1044.3584,0.0,12.0
C14714,149.59894,1.0,2009.64,206.0,1803.64,0.0,1.0,0.083333,1.0,0.0,0.0,23.0,16500.0,1886.8716,150.4951,0.636364,12.0
C14715,39.718403,0.363636,525.17,525.17,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,8500.0,515.9968,37.409863,0.0,12.0
C14716,99.52307,0.818182,955.87,955.87,0.0,0.0,0.5,0.5,0.0,0.0,0.0,9.0,13500.0,1201.853,99.94504,0.666667,12.0
C14717,1837.0474,1.0,0.0,0.0,0.0,73.15783,0.0,0.0,0.0,0.083333,1.0,0.0,2000.0,412.84814,599.9724,0.0,12.0
C14718,28.90195,0.363636,169.24,169.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,166.65851,42.777344,0.0,12.0
C14719,133.68752,1.0,1139.2,0.0,1139.2,0.0,1.0,0.0,0.875,0.0,0.0,15.0,3000.0,957.15283,116.35539,0.833333,8.0
C14720,1922.9436,1.0,110.8,110.8,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,3000.0,551.4317,565.62744,0.0,12.0
C14721,653.9319,1.0,0.0,0.0,0.0,1561.1045,0.0,0.0,0.0,0.583333,9.0,0.0,1200.0,1535.0183,274.51852,0.1,12.0
C14722,25.178303,0.727273,283.15,0.0,283.15,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,5000.0,206.6882,101.89434,0.454545,12.0
C14723,3049.215,1.0,390.0,390.0,0.0,5876.866,0.083333,0.083333,0.0,0.583333,9.0,1.0,3200.0,6537.9136,2729.0789,0.0,12.0
C14724,8073.983,1.0,2153.11,1326.0,827.11,3037.443,1.0,0.75,0.916667,0.583333,28.0,48.0,9500.0,3032.1711,2764.78,0.0,12.0
C14725,1731.4598,1.0,288.47,0.0,288.47,37.45488,0.416667,0.0,0.416667,0.083333,2.0,5.0,1700.0,673.9236,1361.5385,0.0,12.0
C14726,173.72076,0.181818,345.29,345.29,0.0,887.27985,0.083333,0.083333,0.0,0.166667,10.0,2.0,1200.0,0.0,,0.0,12.0
C14727,1150.7246,1.0,797.27,482.31,314.96,180.11522,0.75,0.333333,0.583333,0.083333,1.0,12.0,6000.0,1177.0106,261.5211,0.0,12.0
C14728,5376.083,1.0,0.0,0.0,0.0,2293.5293,0.0,0.0,0.0,0.333333,8.0,0.0,5500.0,3202.1006,12449.674,0.0,12.0
C14729,992.61505,1.0,162.28,0.0,162.28,0.0,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,333.66357,462.34583,0.0,12.0
C14730,1360.029,1.0,75.87,75.87,0.0,1482.6998,0.083333,0.083333,0.0,0.166667,10.0,1.0,1500.0,328.8436,544.81665,0.0,12.0
C14731,167.24498,0.272727,0.0,0.0,0.0,1275.3372,0.0,0.0,0.0,0.083333,3.0,0.0,3000.0,7094.2544,248.78824,0.25,12.0
C14732,24.382156,1.0,366.6,0.0,366.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,335.62567,164.24872,1.0,12.0
C14733,1001.12994,1.0,0.0,0.0,0.0,457.75735,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,462.29028,469.62036,0.0,12.0
C14734,108.766655,0.857143,750.19,750.19,0.0,0.0,0.714286,0.714286,0.0,0.0,0.0,7.0,2500.0,498.64383,95.90191,0.0,7.0
C14735,3106.8538,1.0,0.0,0.0,0.0,3043.478,0.0,0.0,0.0,0.416667,11.0,0.0,6000.0,702.15625,1069.8745,0.0,12.0
C14736,787.3417,1.0,2732.66,2548.47,184.19,0.0,1.0,1.0,0.416667,0.0,0.0,30.0,16500.0,2548.4941,388.36322,0.166667,12.0
C14737,1075.7687,1.0,200.0,200.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,550.9543,290.97726,0.0,12.0
C14738,2270.2273,1.0,0.0,0.0,0.0,159.18942,0.0,0.0,0.0,0.083333,1.0,0.0,2400.0,495.66708,974.79706,0.0,12.0
C14739,38.994953,1.0,431.52,431.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,7000.0,417.8921,182.59624,1.0,12.0
C14740,1154.3813,1.0,2421.85,468.65,1953.2,0.0,1.0,0.333333,1.0,0.0,0.0,69.0,9000.0,1421.0872,422.04373,0.0,12.0
C14741,126.09826,0.8,387.66,387.66,0.0,0.0,0.7,0.7,0.0,0.0,0.0,24.0,1200.0,211.00385,174.40662,0.0,10.0
C14742,61.657185,1.0,338.4,0.0,338.4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,384.28735,135.39262,0.1,12.0
C14743,6371.3535,1.0,0.0,0.0,0.0,3546.5657,0.0,0.0,0.0,0.333333,11.0,0.0,7000.0,1914.7916,3654.5999,0.0,12.0
C14744,6057.281,1.0,2235.12,1102.4,1132.72,0.0,1.0,0.5,1.0,0.0,0.0,103.0,10500.0,1489.0162,1494.3856,0.0,12.0
C14745,7005.3105,1.0,0.0,0.0,0.0,4273.4272,0.0,0.0,0.0,0.333333,11.0,0.0,10500.0,1623.6208,1571.5759,0.0,12.0
C14746,4.598902,0.363636,51.16,0.0,51.16,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,3000.0,160.55434,166.87915,1.0,12.0
C14747,59.26407,0.909091,203.08,0.0,203.08,956.77673,0.666667,0.0,0.666667,0.166667,2.0,8.0,2000.0,1309.1869,204.3151,0.272727,12.0
C14748,953.7723,1.0,747.62,747.62,0.0,1411.6136,0.166667,0.166667,0.0,0.5,6.0,2.0,2500.0,306.6499,215.80096,0.0,12.0
C14749,22.187914,1.0,0.0,0.0,0.0,147.48528,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,182.5339,155.06093,0.083333,12.0
C14750,2118.7786,1.0,62.46,0.0,62.46,1361.3125,0.5,0.0,0.416667,0.25,4.0,6.0,4000.0,1080.5201,448.0137,0.0,12.0
C14751,21.345299,0.727273,1019.0,119.0,900.0,0.0,0.75,0.083333,0.75,0.0,0.0,10.0,4500.0,1274.3794,161.6922,1.0,12.0
C14752,4817.148,1.0,0.0,0.0,0.0,7625.979,0.0,0.0,0.0,0.666667,16.0,0.0,8000.0,3810.5942,2642.8088,0.0,12.0
C14753,452.95197,0.454545,3649.83,3649.83,0.0,0.0,0.25,0.25,0.0,0.0,0.0,10.0,7500.0,209.21704,164.50383,0.0,12.0
C14754,41.25567,0.454545,297.4,297.4,0.0,0.0,0.25,0.25,0.0,0.0,0.0,5.0,6000.0,595.4606,173.25508,0.333333,12.0
C14755,0.0,0.0,19.25,0.0,19.25,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,0.0,,0.0,12.0
C14756,107.60085,1.0,1461.15,1034.03,427.12,0.0,1.0,1.0,0.916667,0.0,0.0,33.0,7500.0,1334.8931,193.53125,0.833333,12.0
C14757,9.431309,1.0,80.44,0.0,80.44,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,2500.0,104.97817,67.789986,0.5,12.0
C14758,4768.0625,1.0,374.81,333.2,41.61,9917.64,0.333333,0.25,0.083333,0.833333,18.0,4.0,7000.0,5283.297,1589.294,0.0,12.0
C14759,244.65305,1.0,1181.03,607.4,573.63,0.0,0.666667,0.166667,0.666667,0.0,0.0,15.0,4500.0,1047.449,181.477,0.5,12.0
C14760,268.9663,0.727273,784.0,659.0,125.0,0.0,0.5,0.25,0.333333,0.0,0.0,12.0,10500.0,514.6503,159.17308,0.166667,12.0
C14761,1411.9148,1.0,0.0,0.0,0.0,127.321884,0.0,0.0,0.0,0.090909,2.0,0.0,1500.0,259.7808,423.7791,0.0,11.0
C14762,183.99266,0.818182,1402.4,1140.5,261.9,0.0,0.666667,0.583333,0.416667,0.0,0.0,19.0,7200.0,1262.9386,239.05914,0.142857,12.0
C14763,19.491306,0.363636,0.0,0.0,0.0,1161.5149,0.0,0.0,0.0,0.083333,3.0,0.0,1200.0,3338.5972,9.550733,0.5,12.0
C14764,3153.252,1.0,3398.12,95.84,3302.28,5608.805,1.0,0.083333,1.0,0.333333,4.0,24.0,3000.0,9000.707,4255.297,0.166667,12.0
C14765,534.16833,0.909091,3916.8,2170.37,1746.43,107.83842,0.909091,0.636364,0.545455,0.090909,1.0,60.0,3000.0,3291.5679,144.19507,0.571429,11.0
C14766,6313.363,0.909091,0.0,0.0,0.0,9687.18,0.0,0.0,0.0,0.636364,11.0,0.0,10000.0,6291.19,1246.2089,0.090909,11.0
C14767,531.2692,1.0,33.4,0.0,33.4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3700.0,2508.7004,170.11375,0.0,12.0
C14768,3699.6946,1.0,0.0,0.0,0.0,1182.5969,0.0,0.0,0.0,0.416667,13.0,0.0,4000.0,769.9621,1698.5381,0.0,12.0
C14769,451.23105,1.0,1293.7,725.6,568.1,0.0,1.0,0.916667,0.916667,0.0,0.0,40.0,1200.0,894.93207,204.61934,0.0,12.0
C14770,591.103,1.0,626.69,626.69,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2500.0,786.5715,311.63718,0.0,12.0
C14771,253.6402,0.909091,2607.88,1142.96,1464.92,73.579254,0.833333,0.833333,0.666667,0.083333,1.0,43.0,4000.0,1954.7847,154.58376,0.583333,12.0
C14772,4222.9287,1.0,0.0,0.0,0.0,4745.048,0.0,0.0,0.0,0.333333,6.0,0.0,8000.0,1383.9388,1295.2285,0.0,12.0
C14773,884.23096,1.0,0.0,0.0,0.0,611.76416,0.0,0.0,0.0,0.083333,2.0,0.0,1200.0,883.9438,216.19582,0.0,12.0
C14774,237.3443,1.0,1266.03,170.0,1096.03,0.0,1.0,0.083333,1.0,0.0,0.0,46.0,1800.0,729.11816,189.4334,0.5,12.0
C14775,19.949533,0.111111,0.0,0.0,0.0,326.73117,0.0,0.0,0.0,0.111111,5.0,0.0,2500.0,0.0,,0.0,9.0
C14776,398.7263,1.0,393.49,393.49,0.0,787.2154,0.166667,0.166667,0.0,0.25,8.0,12.0,600.0,795.8604,213.548,0.0,12.0
C14777,6991.9644,1.0,1384.92,0.0,1384.92,18.807602,0.75,0.0,0.666667,0.083333,1.0,9.0,13000.0,2814.595,2308.0203,0.0,12.0
C14778,38.792755,0.636364,1115.92,0.0,1115.92,54.56289,0.916667,0.0,0.916667,0.166667,2.0,79.0,3500.0,1506.3452,85.99372,0.272727,12.0
